User_ID,Rating,Movie_ID
573995,4,3
1506872,3,3
2561674,1,3
1082332,3,3
738379,4,3
308307,5,3
1999678,5,3
1889913,5,3
2391281,3,3
1687564,4,3
2266937,3,3
683123,3,3
1662118,2,3
959486,5,3
766450,3,3
971925,5,3
531396,3,3
2465085,4,3
393945,2,3
2385435,5,3
983123,5,3
819822,2,3
1835786,4,3
2458504,4,3
1698999,4,3
557801,3,3
2390623,3,3
561184,3,3
2603174,3,3
1691501,4,3
589596,4,3
358117,4,3
2032635,4,3
259796,3,3
1627955,2,3
545639,4,3
1948576,4,3
2043149,4,3
1462330,4,3
4783,4,3
83278,4,3
2164873,4,3
216174,3,3
1854660,1,3
466257,4,3
720145,3,3
319229,3,3
305344,2,3
2334574,1,3
560851,4,3
198000,4,3
983558,4,3
1459464,4,3
635285,3,3
1099321,3,3
1682749,5,3
1689050,4,3
1561588,3,3
836357,4,3
203011,5,3
849369,5,3
2516973,3,3
2490971,2,3
401681,3,3
1092852,4,3
10251,4,3
1403217,2,3
1187765,4,3
683751,4,3
2115337,4,3
2276790,5,3
788321,3,3
2251677,2,3
639533,4,3
328293,3,3
524628,4,3
2148273,2,3
1841288,4,3
1494569,2,3
2083947,5,3
53694,4,3
373416,4,3
2147527,1,3
2564278,4,3
2117724,4,3
74441,4,3
138034,4,3
1087472,5,3
512629,3,3
2191089,5,3
2004485,4,3
1393576,3,3
2483219,3,3
289781,5,3
1395781,4,3
63971,4,3
2294689,1,3
586652,5,3
1621023,5,3
400661,5,3
2242527,5,3
2253048,4,3
1420370,2,3
1250364,4,3
2470712,3,3
779616,4,3
2105602,5,3
1115476,4,3
946691,4,3
306569,3,3
1551571,4,3
1404389,4,3
1477365,4,3
1400325,3,3
89234,3,3
2074458,2,3
1859908,3,3
2575399,4,3
1444062,4,3
1150258,3,3
745688,2,3
2625405,4,3
1328118,4,3
1509354,4,3
312621,4,3
1039242,5,3
2460555,4,3
1945220,4,3
2513539,4,3
1036626,4,3
1252595,3,3
1869907,5,3
1242313,4,3
1888794,3,3
1798520,4,3
1040848,4,3
1212152,5,3
1967013,4,3
2386085,3,3
477422,5,3
1870129,3,3
1189371,3,3
2531380,4,3
1430847,3,3
1623720,5,3
1758386,5,3
2446682,4,3
1929531,3,3
455953,5,3
223160,2,3
1763451,4,3
1538611,5,3
2122313,3,3
167949,3,3
501174,4,3
2191815,4,3
1886074,3,3
2090790,4,3
1940461,3,3
1469792,4,3
1284975,4,3
154368,3,3
1191821,3,3
2597239,3,3
217658,4,3
608554,4,3
868700,4,3
137602,3,3
223543,4,3
1082193,4,3
1565082,4,3
351819,4,3
1218159,4,3
429701,4,3
606144,1,3
969462,5,3
1202962,2,3
1580032,4,3
2224936,5,3
1075444,3,3
746965,3,3
1604779,4,3
2033859,3,3
667422,4,3
1687227,5,3
511899,4,3
680740,3,3
763240,3,3
6460,5,3
1010200,4,3
2614156,4,3
1289218,3,3
2539966,4,3
924775,3,3
1379159,5,3
2368790,4,3
713559,5,3
1435594,3,3
1645555,2,3
2255880,4,3
2616920,3,3
2425709,4,3
2312124,5,3
2381925,5,3
2631658,3,3
2274497,4,3
1392933,4,3
661662,5,3
2015125,4,3
2134527,4,3
2056022,2,3
603543,4,3
326356,3,3
915643,2,3
1140453,4,3
288727,3,3
2177175,5,3
1854652,4,3
834844,3,3
2607433,4,3
1030744,4,3
2452028,5,3
1777053,3,3
2523066,4,3
307427,2,3
2492984,4,3
822886,4,3
1450405,3,3
868600,5,3
1792548,3,3
1750424,5,3
979424,4,3
1550359,2,3
1765966,5,3
512598,4,3
2023003,3,3
2117432,4,3
1716556,2,3
2431167,4,3
354344,3,3
140284,4,3
16229,4,3
823979,3,3
15420,2,3
599584,3,3
2096537,4,3
1559400,3,3
1153447,4,3
1157750,5,3
994829,3,3
1817346,3,3
570522,5,3
1830265,3,3
2450534,5,3
582996,4,3
2143622,3,3
1875549,4,3
2190625,1,3
1716507,3,3
1166536,2,3
1622637,4,3
762808,3,3
231745,3,3
230265,5,3
152713,4,3
1037705,4,3
1964540,5,3
772538,3,3
323134,4,3
2220732,1,3
322064,1,3
798281,4,3
864786,3,3
1562179,4,3
2554525,3,3
1087409,4,3
1056156,4,3
395655,3,3
46086,4,3
782566,3,3
1468428,4,3
2118461,4,3
1209560,4,3
2644536,5,3
913558,3,3
1275089,4,3
802623,4,3
2241897,3,3
618726,5,3
1337699,4,3
424947,5,3
1253222,3,3
115267,4,3
2520261,4,3
872408,4,3
2145605,5,3
2254751,4,3
165831,4,3
387418,2,3
818804,3,3
1344394,3,3
1215825,5,3
541826,5,3
2017438,4,3
1342591,3,3
1543897,4,3
372910,4,3
375177,5,3
321519,3,3
2222089,2,3
835881,4,3
1543836,2,3
744011,1,3
2272652,4,3
381346,3,3
2213523,3,3
2370204,5,3
223334,4,3
1991906,3,3
2200505,3,3
2091010,1,8
2053796,3,8
807586,5,8
2551418,5,8
1684516,3,8
1789551,2,8
2630970,4,8
754781,4,8
567025,4,8
1048550,2,8
1623132,4,8
610615,2,8
1567095,3,8
1666394,5,8
1790332,4,8
2096620,2,8
755497,2,8
2614093,5,8
1035423,4,8
1663694,1,8
1738284,4,8
1811045,3,8
812512,5,8
337802,5,8
2277926,2,8
2371577,2,8
1890553,2,8
1170060,4,8
620714,3,8
394698,4,8
2321989,1,8
1702473,3,8
1523840,4,8
2416528,1,8
2226847,4,8
1663888,3,8
2383798,4,8
1963560,3,8
217355,3,8
1712852,1,8
2175787,3,8
2556603,2,8
2191762,1,8
1335698,2,8
404751,5,8
2136889,3,8
609895,2,8
1706217,2,8
1127006,2,8
2072336,4,8
2370435,1,8
2629195,2,8
1572716,3,8
85080,2,8
996719,2,8
394195,3,8
1508279,2,8
1557598,5,8
991068,1,8
2008152,3,8
181076,2,8
1149338,5,8
358916,4,8
2147262,4,8
2528236,2,8
1431320,3,8
1913241,3,8
2555055,5,8
1001928,4,8
1736474,3,8
461866,3,8
731295,3,8
1802269,4,8
1886487,4,8
878789,1,8
456923,5,8
1137481,2,8
532272,2,8
1467096,4,8
2455561,2,8
1437480,4,8
2315613,4,8
1282507,3,8
2206341,1,8
1782687,5,8
1573302,4,8
395589,5,8
1281981,4,8
760152,3,8
1448867,4,8
2163626,1,8
2550982,4,8
1797692,5,8
2590052,2,8
1845125,5,8
531010,4,8
2400754,1,8
2485596,2,8
1494051,5,8
1461435,1,8
692230,3,8
817020,1,8
1351373,4,8
1604525,3,8
1488400,4,8
1191972,5,8
1467063,2,8
1970495,3,8
1209105,4,8
612576,1,8
1982159,2,8
2318944,4,8
1131419,4,8
1312722,5,8
133003,4,8
30996,1,8
1502513,4,8
1020135,4,8
1761770,3,8
2014748,3,8
521315,1,8
914966,4,8
2122667,2,8
862101,2,8
446986,1,8
112065,5,8
1497457,2,8
1880956,2,8
2496494,1,8
2124351,4,8
2065560,1,8
1446032,3,8
706442,3,8
575714,3,8
712683,4,8
924352,2,8
135601,1,8
1249735,3,8
1553406,3,8
344697,3,8
1876454,2,8
1946612,4,8
1707646,4,8
560599,3,8
1737638,2,8
1182816,2,8
969982,2,8
1734644,5,8
575464,3,8
2298323,1,8
1161142,3,8
2593347,3,8
118431,1,8
925960,1,8
732742,4,8
541796,1,8
2624009,3,8
1871317,3,8
1144002,4,8
1390606,5,8
1327734,4,8
1394695,5,8
1139216,5,8
1842188,3,8
1072863,1,8
1009704,3,8
2496410,3,8
1890112,2,8
1596876,2,8
189312,5,8
1877958,2,8
1048069,3,8
675407,1,8
1995910,3,8
1215832,1,8
1782115,4,8
1201176,3,8
714507,4,8
62694,5,8
2198755,2,8
2385203,4,8
2047577,2,8
775822,2,8
956739,1,8
994978,3,8
1474918,4,8
637019,4,8
1395662,5,8
2194066,1,8
1099833,2,8
2222874,3,8
2393366,3,8
1334775,1,8
1492795,5,8
42579,5,8
2065359,4,8
2185226,4,8
1813241,1,8
944908,5,8
1304992,5,8
2042148,1,8
1339179,2,8
1331553,3,8
2090063,1,8
2267376,2,8
770967,5,8
108007,4,8
2623472,2,8
1170831,5,8
2266515,5,8
2520053,4,8
168630,1,8
2407458,3,8
1067446,3,8
2502834,2,8
127703,3,8
511432,1,8
1941907,5,8
1399249,3,8
1349922,5,8
325413,5,8
1533530,1,8
1304814,4,8
2155386,2,8
2263317,4,8
1954940,4,8
2406705,1,8
1564033,5,8
2489039,2,8
2331804,4,8
485501,3,8
657550,5,8
1544743,3,8
2392643,5,8
1531680,4,8
378543,3,8
469152,2,8
1369888,3,8
1250218,5,8
871913,2,8
793932,4,8
1121151,4,8
568080,1,8
2618537,5,8
1265106,2,8
1781738,4,8
1590625,5,8
820774,1,8
2593403,3,8
324754,4,8
893701,3,8
757904,2,8
1310830,3,8
739922,5,8
2548453,5,8
2394623,1,8
2105765,3,8
404330,1,8
1204896,5,8
371741,3,8
1642361,1,8
1881105,5,8
1084999,5,8
2279326,2,8
1546845,5,8
1939877,3,8
2199731,4,8
2140920,1,8
748617,4,8
2416189,3,8
1512462,3,8
2595401,3,8
535276,2,8
2207806,5,8
2614684,3,8
1563727,1,8
1996510,2,8
1618493,2,8
1876268,5,8
961389,2,8
1861617,1,8
2428028,4,8
28531,2,8
1194215,3,8
655196,5,8
1116683,3,8
2447757,1,8
900274,5,8
185816,4,8
493912,1,8
2057703,5,8
2061156,4,8
1422436,5,8
2024851,4,8
1479954,2,8
1112327,1,8
1962300,2,8
2492458,3,8
1877999,3,8
1129369,1,8
81890,4,8
545661,1,8
2036682,3,8
364103,3,8
2054186,4,8
306311,5,8
1644510,2,8
267107,1,8
1746966,4,8
743906,2,8
1828032,3,8
303702,4,8
1329576,3,8
1223386,2,8
21953,2,8
2046654,1,8
2224734,2,8
2492108,3,8
2385490,3,8
2148958,3,8
1281882,3,8
28932,2,8
2520741,5,8
1037952,4,8
86636,2,8
439637,1,8
2235405,3,8
1307648,1,8
1249490,4,8
572301,3,8
2049412,3,8
909131,1,8
179816,5,8
599407,3,8
1916501,3,8
1034623,5,8
2568994,3,8
2088671,5,8
1138747,2,8
2625514,1,8
823356,2,8
325962,3,8
2632967,5,8
1528801,1,8
856273,4,8
1877657,2,8
1186377,2,8
831475,3,8
298303,4,8
2193832,3,8
2055388,2,8
2570998,4,8
586659,1,8
2326623,1,8
1899679,4,8
384489,3,8
1823065,2,8
1203555,3,8
495669,1,8
2404773,3,8
790348,2,8
432546,5,8
418799,2,8
872591,3,8
2462855,5,8
1631730,5,8
1372607,2,8
2438117,2,8
2134365,2,8
2637760,2,8
1649922,2,8
371701,2,8
1257970,1,8
2272838,5,8
804142,3,8
282093,1,8
215475,4,8
1763703,3,8
1219679,2,8
1558421,3,8
2344962,5,8
1149160,2,8
2408399,2,8
1323740,4,8
2103464,5,8
2212573,2,8
1715184,4,8
1242215,3,8
1668157,4,8
154305,5,8
1592822,5,8
2118053,4,8
256676,3,8
1355598,2,8
1697129,3,8
758610,4,8
290385,3,8
1734468,5,8
2164697,5,8
1314645,3,8
1253046,5,8
383938,4,8
88482,4,8
781021,4,8
947403,3,8
1521858,4,8
2306002,5,8
2385226,4,8
432529,5,8
2581164,4,8
753227,3,8
1418795,4,8
112871,3,8
712209,5,8
1368932,3,8
1370511,4,8
1849266,4,8
790603,1,8
565161,5,8
695924,3,8
2511096,1,8
2413196,4,8
1678489,3,8
513933,3,8
1777878,2,8
2530235,4,8
239137,1,8
1223313,3,8
269850,1,8
1024536,2,8
481230,4,8
53364,3,8
1773462,3,8
2433978,2,8
815688,2,8
873862,2,8
2280789,5,8
598397,3,8
2230283,3,8
2117911,3,8
863763,3,8
1885210,2,8
725882,3,8
2497415,4,8
907030,5,8
2541483,2,8
2516995,4,8
1573062,3,8
2444600,4,8
123117,3,8
306508,3,8
1587838,3,8
1728686,5,8
587219,2,8
808026,4,8
39450,2,8
541535,2,8
1122695,4,8
2544272,3,8
2190905,3,8
1322015,3,8
2298148,4,8
1376211,3,8
423361,2,8
1627496,3,8
2144253,4,8
1740741,2,8
2518674,4,8
1064308,2,8
1344791,3,8
2325432,4,8
1167767,4,8
1872071,1,8
762363,1,8
490372,2,8
1988294,4,8
2000906,3,8
493287,2,8
1007084,5,8
445056,5,8
2062931,1,8
1229414,4,8
2064194,4,8
1930717,5,8
1651171,5,8
720852,4,8
811530,2,8
352455,4,8
846639,3,8
1033930,3,8
151344,3,8
1865244,1,8
2384706,4,8
220155,3,8
224662,4,8
1556206,3,8
2460347,1,8
903666,3,8
2542148,2,8
2547723,3,8
297737,4,8
2551601,2,8
194537,3,8
1330263,5,8
1420709,5,8
660702,5,8
269382,5,8
2019861,1,8
2222981,1,8
1351898,3,8
1665083,1,8
1726918,4,8
1339428,1,8
2595254,5,8
1652073,5,8
804300,1,8
2130893,3,8
1856501,4,8
1756427,1,8
2086904,2,8
851334,4,8
285636,5,8
157806,4,8
2213786,2,8
663764,3,8
426117,5,8
1337838,1,8
2116905,4,8
884836,5,8
187288,3,8
1231637,4,8
523463,2,8
2229515,1,8
1460343,4,8
1129612,2,8
201834,4,8
1297529,4,8
979832,2,8
2530863,5,8
944783,2,8
1809849,3,8
1102421,1,8
2355654,4,8
824792,4,8
2259064,4,8
2005761,3,8
1523544,4,8
2299436,5,8
1930274,4,8
40450,5,8
1826290,2,8
2078268,3,8
776955,4,8
692731,4,8
2074493,2,8
745810,2,8
2222077,5,8
708248,2,8
838269,2,8
2622997,2,8
3363,2,8
2562286,5,8
1629289,1,8
1297087,1,8
2087990,1,8
2392270,5,8
165856,5,8
2241291,2,8
455745,3,8
2026015,3,8
1743495,3,8
2316591,3,8
831222,3,8
2146779,3,8
1165097,2,8
166382,4,8
2433063,3,8
2287976,4,8
2336141,5,8
2400035,4,8
964322,3,8
2150722,5,8
2388497,3,8
1322029,4,8
802242,5,8
1554349,3,8
2621962,3,8
2374727,4,8
932191,4,8
673910,5,8
2091384,1,8
219481,2,8
1489900,5,8
766553,4,8
1037164,4,8
485639,2,8
1913958,2,8
312766,4,8
528083,1,8
1137159,5,8
357058,5,8
518999,5,8
1261019,4,8
1221947,3,8
400076,1,8
961655,1,8
1850006,3,8
1279517,1,8
4706,5,8
542793,5,8
2491063,4,8
694202,3,8
1973314,5,8
683254,5,8
1255976,3,8
304566,5,8
1653052,5,8
2287624,2,8
298653,5,8
1075102,3,8
1397570,3,8
160367,4,8
1264314,3,8
1822229,1,8
1422678,4,8
1569466,1,8
2526741,2,8
2060108,2,8
1435607,5,8
687996,2,8
1436065,5,8
2274875,4,8
330028,4,8
543714,3,8
2031901,4,8
88568,3,8
779867,4,8
2489582,3,8
266360,4,8
2549374,4,8
1687095,4,8
1538317,5,8
514628,5,8
823118,3,8
1877790,3,8
870885,4,8
2480035,3,8
1697186,2,8
890968,2,8
102333,3,8
2322068,2,8
929374,1,8
1697408,1,8
2049734,4,8
1349497,5,8
2252145,2,8
1195600,2,8
2585665,3,8
2158545,1,8
75757,2,8
551748,5,8
1352186,5,8
1395102,3,8
1723438,4,8
2093933,2,8
2327192,4,8
1889081,5,8
2547200,3,8
1972653,5,8
164136,3,8
973216,3,8
1852040,2,8
383284,2,8
2539837,1,8
706066,3,8
994531,2,8
1478051,4,8
2201566,5,8
1365512,4,8
1160896,4,8
409115,5,8
505402,5,8
461351,3,8
1888467,3,8
1181364,3,8
563469,5,8
54606,3,8
515952,2,8
2551538,4,8
1212565,3,8
1160082,1,8
2049018,3,8
252749,5,8
1112365,1,8
1492391,5,8
2529138,5,8
1990271,1,8
359345,5,8
512278,4,8
428491,5,8
1786788,2,8
2400583,2,8
863285,3,8
1232569,4,8
1972743,3,8
1721447,4,8
1545733,3,8
1201294,4,8
1719477,3,8
1697573,3,8
79911,3,8
2399637,1,8
1939221,3,8
2106840,3,8
955278,2,8
1293893,4,8
939486,3,8
724165,1,8
1076210,3,8
1606382,1,8
743660,1,8
246077,4,8
2345605,3,8
1460183,4,8
359074,3,8
2545922,2,8
964306,3,8
13856,4,8
163494,4,8
213539,5,8
1031692,2,8
870113,5,8
90554,1,8
2138767,2,8
1995265,3,8
1498054,4,8
931662,4,8
852480,5,8
1906531,4,8
2160917,5,8
2206991,2,8
2400005,4,8
263643,4,8
1683048,4,8
2398862,2,8
1033986,3,8
2127829,5,8
1340811,1,8
235302,5,8
1610456,5,8
1549632,3,8
1579528,3,8
300941,5,8
1380053,5,8
532583,3,8
23086,5,8
1112774,1,8
1497331,1,8
168958,1,8
1986483,1,8
1315043,4,8
976366,3,8
1193917,4,8
316155,1,8
560047,4,8
1674536,4,8
940538,4,8
2615035,3,8
2246923,2,8
1811676,2,8
1968070,5,8
527899,4,8
340823,3,8
1561544,3,8
1980420,1,8
953533,3,8
508652,3,8
482323,3,8
1088293,4,8
1415998,5,8
2465438,4,8
838777,4,8
1833140,4,8
379662,3,8
688413,1,8
1135444,3,8
775020,4,8
2019773,4,8
2113542,2,8
488541,1,8
937686,3,8
401878,5,8
1911700,4,8
1565060,1,8
2527135,2,8
1476826,1,8
1474269,4,8
1720476,3,8
2226346,5,8
23830,3,8
1737617,1,8
1575400,4,8
1267639,4,8
397891,3,8
1617280,1,8
1719966,5,8
486152,3,8
2547346,3,8
1769615,5,8
1152692,3,8
1640037,3,8
1618889,5,8
1366326,5,8
1472772,4,8
1422478,3,8
629062,4,8
1314736,1,8
1971889,1,8
526978,2,8
265263,1,8
1608134,5,8
391521,3,8
2320697,2,8
1086635,2,8
1015053,4,8
1308053,3,8
1748563,1,8
1970442,1,8
1853940,5,8
1051757,5,8
1626829,4,8
2408780,5,8
757333,2,8
1558678,4,8
742086,3,8
1107762,4,8
1288242,3,8
2379827,1,8
2476388,1,8
2367880,3,8
1765144,2,8
1734932,2,8
1278003,3,8
1160293,5,8
2054908,4,8
903378,3,8
1425823,3,8
2422908,4,8
716177,4,8
2139678,5,8
2617543,5,8
2422572,4,8
374459,4,8
517335,1,8
431783,4,8
2316878,3,8
2280287,5,8
1766660,5,8
2010898,1,8
461344,5,8
2527771,2,8
1384386,4,8
451837,3,8
2533795,3,8
1929004,4,8
760924,3,8
755549,3,8
2190356,3,8
822069,5,8
1446497,2,8
1695999,2,8
1225456,4,8
702103,3,8
1723037,4,8
738770,3,8
633300,4,8
111824,1,8
2617354,4,8
1974803,3,8
1753770,1,8
1001004,3,8
330526,3,8
2282308,3,8
690827,4,8
842998,3,8
844515,4,8
443447,1,8
943026,4,8
318667,3,8
1464103,5,8
429221,3,8
2406002,3,8
1053310,3,8
263971,1,8
2032127,4,8
37038,1,8
1203523,2,8
372454,3,8
1269786,3,8
1251806,2,8
2486144,3,8
224637,3,8
2424697,3,8
892029,5,8
888801,2,8
1566816,5,8
2297654,2,8
1360936,3,8
672847,2,8
143776,5,8
2018061,4,8
2100785,4,8
1648411,3,8
1037807,2,8
1839928,3,8
1065402,2,8
1171904,2,8
291097,1,8
1533807,2,8
1639706,3,8
237263,1,8
654591,3,8
553119,4,8
2365226,3,8
1522409,5,8
722287,5,8
1749986,2,8
714189,5,8
742581,2,8
2314847,3,8
1608147,3,8
1279603,1,8
2523341,4,8
103738,2,8
912844,2,8
2142073,2,8
862746,3,8
384453,4,8
368122,4,8
2315264,4,8
2513690,3,8
1945497,5,8
2472889,4,8
2465313,4,8
670196,4,8
2033030,2,8
1440026,3,8
2564666,5,8
412527,4,8
2377201,4,8
614170,1,8
709490,3,8
1403206,3,8
737905,1,8
7963,3,8
1524653,4,8
412648,1,8
1460888,3,8
2419258,4,8
1165010,4,8
2323395,4,8
1955176,4,8
373690,3,8
91832,3,8
185372,3,8
2207031,3,8
1815542,1,8
1574599,1,8
657212,5,8
2090242,4,8
944731,1,8
1616141,3,8
828095,3,8
2413376,3,8
86017,5,8
2220847,5,8
356103,3,8
657818,2,8
542321,3,8
2533753,1,8
1076372,1,8
2622596,2,8
2076482,2,8
1406561,4,8
2000928,4,8
339867,4,8
2594706,1,8
463426,4,8
1963622,5,8
2211364,1,8
1059038,3,8
1565456,3,8
1273549,4,8
204160,2,8
2203675,2,8
379707,2,8
1408473,2,8
1175472,3,8
701908,1,8
1356838,3,8
1088839,2,8
2457132,3,8
710859,4,8
1254163,3,8
494461,4,8
2358416,2,8
2344457,5,8
1927051,2,8
1933317,2,8
807890,3,8
1940893,3,8
809321,3,8
759944,3,8
625026,3,8
1654508,5,8
2431231,4,8
1794615,4,8
736349,4,8
1689097,4,8
2432487,1,8
2195390,4,8
609280,5,8
1114063,4,8
1739532,2,8
928230,3,8
2165155,4,8
2067456,4,8
539743,2,8
1453219,5,8
1222284,2,8
119790,2,8
1368682,1,8
2231417,2,8
1515210,4,8
1217751,5,8
2295122,4,8
2566592,3,8
2639138,3,8
151948,5,8
871630,2,8
558252,5,8
1499220,5,8
1857005,5,8
1713320,1,8
685038,5,8
2582425,2,8
2638818,4,8
21607,5,8
690024,1,8
253704,5,8
397753,4,8
1610656,4,8
112790,3,8
1889803,2,8
1377158,1,8
1274035,1,8
1545312,2,8
539665,5,8
2043979,2,8
1118220,4,8
2232361,3,8
201427,3,8
441723,2,8
190734,2,8
309424,3,8
320177,4,8
1533313,3,8
2086204,3,8
892598,4,8
611619,2,8
72402,2,8
2237717,2,8
2012121,4,8
217405,5,8
2507845,3,8
816361,3,8
20461,2,8
1686044,2,8
156573,4,8
1772658,5,8
2534701,3,8
219103,4,8
452931,5,8
1270093,2,8
1168796,5,8
632961,2,8
2586498,5,8
2161307,5,8
1041585,3,8
2321554,2,8
2560599,3,8
2499894,3,8
1001489,4,8
1079620,4,8
1935729,4,8
1022766,4,8
2237988,3,8
2137125,2,8
776383,4,8
1213178,4,8
212636,4,8
2492695,5,8
1441735,4,8
85181,2,8
565710,4,8
489741,4,8
2529152,2,8
1190339,4,8
2584450,1,8
2450817,4,8
512536,4,8
900899,5,8
792379,2,8
545072,2,8
946261,5,8
2351153,3,8
495284,5,8
825297,4,8
675886,3,8
1797625,4,8
2581557,5,8
535489,4,8
2359407,3,8
1382479,4,8
357357,1,8
1065867,3,8
1640549,2,8
717033,3,8
2167089,2,8
2073629,3,8
678171,3,8
2532463,4,8
457661,3,8
2081473,5,8
2027713,2,8
392830,2,8
2292965,3,8
1053731,2,8
1491557,2,8
777994,3,8
650068,2,8
2453588,5,8
1174531,3,8
2486366,3,8
439489,1,8
2239828,1,8
1105526,3,8
1182030,3,8
487494,3,8
2577726,4,8
803556,2,8
2391629,4,8
761364,3,8
1546805,5,8
1681702,2,8
1922916,3,8
1552802,2,8
1650294,5,8
1614845,3,8
2079404,1,8
1447720,3,8
90940,4,8
2617594,5,8
449391,3,8
2398437,3,8
1840535,5,8
446078,5,8
293198,5,8
2082805,4,8
2006043,4,8
2163994,5,8
1076520,4,8
1331645,5,8
333476,3,8
2570936,3,8
219336,4,8
2373946,3,8
442222,3,8
2467005,2,8
2118159,2,8
1032142,3,8
1000804,2,8
2069960,1,8
2389980,4,8
2051123,4,8
2041884,2,8
1688640,1,8
584048,4,8
1297899,4,8
1752624,3,8
776270,5,8
1955337,3,8
1389430,2,8
2459310,4,8
1511584,2,8
1248672,2,8
823628,4,8
166193,4,8
1189445,4,8
761176,4,8
1494205,3,8
1595222,1,8
1434507,5,8
1834737,3,8
82375,4,8
444860,3,8
1584211,4,8
79633,1,8
151180,3,16
948572,3,16
896927,3,16
1243610,3,16
2482738,4,16
2406406,4,16
222553,3,16
2419914,2,16
1570077,2,16
57186,1,16
459448,1,16
2435350,3,16
2001119,3,16
1119872,5,16
206600,3,16
848845,3,16
1040414,4,16
700278,3,16
980393,3,16
1253634,3,16
1193468,4,16
2611092,5,16
785793,2,16
954745,4,16
1356928,3,16
524295,3,16
2284673,4,16
2345098,2,16
348696,3,16
880471,4,16
74670,3,16
2370228,5,16
2305460,3,16
2096648,4,16
2576843,5,16
1913414,5,16
1724821,5,16
2175611,3,16
87328,3,16
50123,2,16
1777474,3,16
250509,2,16
852524,2,16
2398061,4,16
2578541,4,16
2454494,3,16
235553,3,16
525679,3,16
1613174,3,16
155123,4,16
1300687,3,16
2416435,4,16
897502,4,16
2599262,4,16
1692897,5,16
399693,3,16
764785,2,16
559622,4,16
1379015,5,16
1409687,3,16
2488357,3,16
242724,3,16
686204,2,16
2602886,3,16
799817,3,16
828444,1,16
1414182,3,16
22953,4,16
1560283,3,16
2340654,3,16
1351769,4,16
1386805,2,16
1398225,4,16
592445,3,16
2512828,2,16
1119094,4,16
200805,3,16
1029530,4,16
1702098,3,16
1403658,3,16
605134,3,16
2215969,3,16
606105,2,16
1091113,1,16
302425,4,16
2530071,2,16
687521,5,16
537298,2,16
2333850,4,16
1662658,4,16
325844,3,16
1353286,2,16
466916,3,16
660774,2,16
2185579,2,16
371868,3,16
446598,5,16
2584252,2,16
1093386,2,16
939847,1,16
1062852,3,16
1464943,3,16
1110156,3,16
